House Size (Acres),Number of Bedrooms,Number of Bathrooms,Year Built,Distance from City Center (km),Price (Lakhs to Crores)
3.51,2,2,1967,37.07,895.55
2.43,6,4,1978,37.07,73.28
4.51,5,4,2004,48.39,389.94
1.11,1,4,1993,19.65,441.83
2.17,2,3,1966,22.73,35.79
3.72,1,3,1978,11.46,586.96
1.42,3,4,2008,40.37,44.63
1.17,1,2,1973,34.78,178.7
1.95,2,3,2016,35.03,124.5
3.81,2,2,1974,13.52,289.81
1.44,3,2,1982,38.4,896.39
1.04,3,4,2010,25.88,95.47
2.17,4,3,1952,34.34,865.7
3.64,6,3,1996,46.16,357.53
1.91,4,2,1973,8.51,159.43
0.82,4,2,2006,34.15,182.56
2.35,5,2,1978,43.86,114.07
2.32,3,1,2013,21.06,990.5
1.06,2,4,1953,20.05,480.18
0.2,2,4,1983,48.89,208.01
3.96,6,2,2008,14.07,656.42
1.56,6,2,1994,48.62,236.18
2.86,2,2,1963,6.9,501.83
2.85,4,2,2020,28.18,578.46
2.11,1,3,1996,11.42,56.47
1.59,3,2,2014,34.53,670.62
1.28,3,3,1978,46.11,68.35
0.25,6,4,2016,33.11,658.47
2.48,3,2,1992,23.01,530.0
3.76,5,2,2020,12.34,556.88
2.42,4,4,1991,7.49,948.98
3.51,4,4,1984,3.73,462.61
2.19,6,1,2011,29.43,197.07
1.69,6,2,1961,49.77,925.92
1.12,3,2,1967,38.44,228.85
0.3,6,2,2000,21.53,83.42
3.07,2,2,1960,26.63,667.34
1.99,4,3,2009,40.9,706.29
1.94,3,3,1985,9.2,793.29
4.88,1,4,2009,14.08,782.52
3.91,5,1,2018,33.37,679.22
1.42,5,3,2000,36.24,75.34
2.68,6,3,2000,47.53,323.05
1.99,5,3,1986,18.84,586.06
1.64,1,3,1979,33.82,850.39
1.83,3,2,1989,3.71,761.59
1.78,1,2,1982,49.1,521.62
4.1,6,3,2014,36.25,81.44
1.79,1,2,2001,40.01,613.45
3.92,6,4,2022,17.31,975.46
0.9,4,3,1957,10.17,675.59
4.21,3,2,2016,5.3,442.37
0.58,6,2,2013,25.15,299.42
2.6,5,2,1990,20.83,355.1
1.88,2,1,1991,22.07,881.11
2.48,1,4,1997,1.1,491.77
1.73,5,2,1973,20.84,359.31
0.78,3,2,1952,6.78,950.82
0.16,4,4,2002,2.14,785.24
4.51,2,1,1957,31.27,53.86
1.86,2,2,1992,17.84,45.87
0.72,3,1,2001,17.26,406.9
0.37,4,3,1989,13.48,14.26
3.64,5,4,2009,1.48,741.74
4.85,2,3,2005,43.92,681.5
0.25,4,2,1982,2.94,181.18
4.74,6,2,2013,49.44,299.68
0.69,3,1,1991,27.2,829.54
3.77,5,2,1967,46.36,760.9
3.51,1,2,1997,9.08,30.02
4.77,4,4,1963,9.61,680.78
1.85,3,2,1989,36.82,611.72
2.93,2,2,1952,45.64,874.31
4.2,5,3,1977,27.37,601.59
0.17,6,4,1959,3.38,567.57
0.26,6,1,1990,19.2,954.31
1.5,1,4,1988,1.48,826.5
2.27,6,1,2002,30.44,863.49
4.95,1,2,1979,40.23,392.69
1.45,1,3,1959,12.69,401.48
3.28,4,4,2022,43.09,817.11
1.08,6,3,1986,14.51,459.36
2.56,2,2,1999,5.56,17.11
4.97,3,3,1979,23.49,293.87
2.48,1,2,1986,37.55,279.53
4.68,2,4,1968,37.21,693.42
3.38,6,1,2013,39.38,200.65
1.2,3,1,1983,42.82,901.72
0.78,2,3,1962,22.83,253.48
3.32,5,1,2011,4.54,722.24
1.67,1,2,2002,12.76,434.89
4.57,5,1,2007,26.46,615.48
2.99,5,4,1998,49.51,88.14
0.37,5,3,2014,32.91,854.7
1.09,6,3,1986,26.23,744.81
4.65,2,4,2003,38.33,754.22
1.79,6,2,1958,28.94,242.03
4.03,1,3,2016,36.83,920.61
1.85,1,4,1956,12.39,304.23
1.34,5,1,1951,17.37,502.14
1.35,3,2,2013,40.9,52.51
2.66,3,3,1957,16.64,445.0
0.67,5,1,1961,10.64,863.65
4.47,3,4,1977,21.57,531.08
3.92,1,3,1964,38.15,854.39
2.54,5,2,1974,39.48,928.76
1.77,6,1,1969,17.94,446.19
0.14,6,1,1970,10.02,212.77
1.1,4,4,2005,9.11,564.32
0.78,2,4,1977,23.74,910.7
4.02,2,3,1980,43.92,609.26
4.53,6,2,1989,17.55,150.66
2.25,3,1,2001,47.66,497.39
4.86,2,2,1985,28.92,337.89
0.94,1,4,1993,32.93,168.6
2.67,4,3,1978,14.81,448.43
0.75,2,2,1980,47.0,225.42
4.66,2,3,2003,35.12,618.76
1.79,4,1,2004,42.86,608.18
2.61,5,4,2019,32.49,484.94
0.94,6,2,2020,28.41,933.28
0.44,5,3,1959,34.53,106.56
0.81,2,2,1973,5.77,68.08
4.78,4,2,2008,2.18,601.29
1.13,2,4,1983,13.64,769.86
0.14,6,3,1956,18.18,251.57
4.03,3,4,2010,35.75,147.06
3.56,3,2,2010,10.03,470.19
2.48,5,4,2012,28.15,836.21
2.3,1,4,2008,12.54,789.43
3.04,1,2,1991,14.83,80.96
4.48,5,2,1991,42.07,130.65
2.54,6,2,1993,27.87,831.32
0.48,2,1,1992,4.99,67.39
3.62,2,3,1995,49.43,972.38
3.54,3,3,2020,33.36,500.77
0.41,4,4,2020,1.68,756.59
4.19,6,1,2012,24.03,681.19
0.41,6,4,1988,33.87,546.75
4.5,6,1,1966,45.08,704.16
1.46,6,3,1973,19.24,372.61
1.84,5,4,2001,28.16,694.11
1.91,1,2,1981,28.73,582.53
2.64,4,2,2010,7.07,80.5
0.53,3,3,1963,25.31,629.43
3.23,1,3,1950,22.71,486.04
2.91,3,2,2016,9.8,404.16
3.23,2,2,2004,4.91,528.28
1.61,2,3,1956,41.19,858.01
2.3,3,4,1962,24.15,119.66
3.29,1,2,2021,43.09,103.0
1.65,5,4,1981,49.42,426.04
4.45,2,2,2015,21.91,272.33
4.86,6,4,2015,37.47,862.28
3.22,2,4,1975,38.79,687.73
2.6,1,1,1960,17.7,753.48
4.76,4,1,1952,40.12,707.79
1.07,6,1,1971,38.46,754.26
0.11,6,2,2005,23.4,164.42
1.67,6,3,1986,27.28,941.28
2.98,6,2,1982,22.29,159.02
3.15,1,3,1974,43.78,619.63
4.74,4,4,2007,25.39,117.44
1.54,1,2,1997,8.93,575.44
0.86,3,4,2001,41.51,848.32
0.72,6,3,1976,6.31,811.01
0.39,3,3,2020,33.08,909.55
1.55,5,1,2001,4.72,86.71
4.52,5,4,1998,44.31,890.36
4.77,5,3,1969,48.78,345.27
2.85,3,4,2019,14.6,329.2
0.11,6,1,1957,14.98,977.6
4.93,3,1,1975,36.44,230.6
4.33,1,4,2004,28.94,974.23
2.21,3,3,1967,40.23,812.43
1.95,4,4,1961,13.46,714.57
3.45,4,1,1979,48.55,516.26
4.78,4,2,2010,42.24,244.23
0.26,6,2,2019,36.28,202.55
3.4,1,3,1964,3.57,94.33
4.94,5,3,1991,6.24,180.54
0.91,6,2,1962,44.86,353.16
2.09,3,1,2001,15.5,828.52
1.18,5,3,1969,10.89,836.77
0.12,5,2,1960,46.84,87.01
1.65,2,3,1957,33.23,90.94
1.39,4,4,1961,7.31,907.84
0.86,2,1,1993,23.92,136.41
1.19,1,1,1989,46.37,413.49
3.35,2,1,2021,4.17,322.67
3.42,4,1,1953,49.42,982.64
1.48,1,2,1999,26.55,81.56
4.16,3,3,1954,13.03,982.92
0.7,3,3,1960,29.24,496.87
1.4,3,4,2020,1.39,411.96
0.59,2,3,1988,31.89,367.15
2.1,5,3,1950,23.14,672.37
3.45,6,4,2021,42.42,647.85
1.78,3,3,1952,14.03,969.92
4.14,6,2,1981,16.69,20.31
4.62,6,4,2014,34.29,528.26
4.77,1,4,1955,20.16,500.96
4.57,3,3,1970,11.4,503.58
3.49,2,1,1966,37.71,908.1
2.44,4,1,1996,40.85,96.38
4.02,2,2,2009,15.0,174.84
1.75,5,4,2009,16.93,61.57
3.79,3,1,1979,40.85,182.43
0.63,1,3,1970,47.66,741.69
1.19,5,3,1958,22.86,706.68
3.54,2,1,1957,3.3,428.82
4.22,2,2,1972,47.7,929.8
0.22,4,4,2005,29.65,275.05
1.0,6,3,2018,26.48,943.29
2.35,6,3,2020,4.03,507.53
1.62,6,1,1994,32.1,270.89
3.65,1,3,2003,1.72,277.11
1.79,5,4,2013,39.55,462.24
4.93,1,3,1995,27.79,196.61
2.26,6,2,2000,21.36,737.49
0.58,1,4,1965,42.31,818.32
1.94,4,4,1999,4.27,941.69
1.64,3,2,1991,6.57,788.17
0.72,4,3,1981,8.93,725.73
1.97,6,2,2014,27.13,628.73
0.25,3,1,1982,45.76,73.24
0.14,3,2,1955,15.31,219.27
4.67,2,2,2017,31.38,412.31
2.02,2,2,1985,11.23,681.45
2.77,4,3,2009,37.61,144.83
1.59,6,4,1956,12.71,665.97
2.94,4,4,1967,3.5,853.01
0.13,4,2,1953,23.34,85.19
4.54,3,2,1958,35.36,457.38
4.42,6,1,1970,26.38,123.23
4.12,5,4,2000,2.47,510.76
3.23,1,3,2004,25.79,166.49
2.45,4,2,2020,16.18,638.36
0.58,6,3,1952,31.7,709.85
3.36,1,4,1991,32.11,138.8
0.51,5,2,2010,38.71,862.25
2.3,5,1,1987,42.79,473.91
4.78,2,4,1956,13.6,316.86
1.77,3,3,1996,14.93,210.77
2.16,6,1,1982,40.39,138.56
1.78,4,1,1994,4.63,211.2
4.35,4,4,1963,42.98,858.79
3.86,5,4,1987,26.3,566.84
1.59,2,3,1999,44.93,764.84
2.01,2,4,1973,34.35,658.44
2.9,6,3,1987,38.61,995.08
2.9,5,4,1959,29.23,279.48
1.28,2,4,1983,36.34,385.82
0.9,3,3,1997,5.34,360.0
4.72,6,2,1967,38.7,487.59
1.23,4,3,1950,39.62,795.51
4.33,1,4,2015,15.55,249.6
1.52,1,1,2003,4.45,223.9
2.3,3,1,1972,12.37,263.45
1.38,2,2,1958,45.85,417.64
4.55,5,1,1996,43.31,88.22
4.46,3,2,1986,33.04,650.83
1.58,3,4,1993,6.78,468.27
2.57,4,4,1993,46.87,574.36
1.43,3,4,1989,42.94,911.24
4.81,1,2,1958,43.34,436.65
2.22,4,4,1996,11.05,917.19
1.38,1,3,1978,8.32,809.93
0.41,3,2,1971,2.34,715.67
4.8,1,1,1970,7.13,595.41
2.34,6,1,1987,5.17,578.58
3.05,2,2,1970,11.58,369.4
0.94,1,1,2018,1.6,289.44
1.21,5,4,2020,22.46,842.22
1.86,3,1,1992,35.16,254.27
1.93,2,1,2021,24.71,621.09
2.51,6,1,1973,40.33,509.22
4.93,1,3,1996,46.86,230.63
3.33,1,2,1988,45.6,267.16
2.69,2,4,2005,6.71,867.64
2.94,2,4,1979,3.09,445.65
0.34,3,3,2022,6.21,421.89
4.7,5,4,1979,49.46,905.43
1.09,4,1,2010,31.07,577.84
4.87,3,2,2008,14.94,393.92
0.69,1,3,1962,3.45,570.23
1.4,4,3,1984,28.93,658.74
0.39,1,1,1972,14.95,161.49
3.68,5,1,1973,45.39,95.46
3.76,6,1,2008,8.49,900.57
4.42,3,3,1972,49.51,116.96
2.83,3,4,1950,18.84,456.6
0.12,6,3,2011,9.68,225.56
2.23,4,2,1972,9.54,65.04
2.06,6,4,1970,14.42,224.33
4.94,4,2,2012,41.57,834.02
4.67,5,4,1998,35.64,670.43
3.23,4,4,2011,25.13,426.94
0.44,6,3,1957,1.41,270.98
1.47,3,1,2008,4.55,577.28
1.04,3,1,1963,34.88,213.69
4.98,3,1,1968,38.44,399.33
1.98,3,1,1963,27.86,657.07
0.65,3,4,1991,10.75,453.67
0.86,2,1,1980,38.53,874.82
1.07,6,2,2012,7.01,913.23
4.95,5,4,2021,3.63,45.27
4.13,3,2,1974,38.77,305.15
0.33,6,3,1955,16.7,141.94
4.69,6,3,1972,44.23,228.22
0.78,5,4,1978,21.69,509.92
3.6,4,2,1975,14.52,846.82
4.85,1,3,1973,20.18,593.73
3.6,6,3,1963,21.05,442.81
1.08,2,2,2009,29.94,310.14
3.68,3,2,2009,20.22,416.97
1.21,1,1,1951,8.24,406.93
0.78,5,2,2011,34.33,881.22
3.42,4,3,1951,7.03,369.57
3.08,5,2,2007,13.62,540.78
3.59,4,1,2016,46.96,776.76
2.85,4,2,1958,30.09,501.11
1.93,1,4,1991,37.62,467.82
3.73,5,3,1958,29.64,754.66
1.41,1,4,2012,48.93,163.62
4.49,4,1,1996,8.86,188.04
4.2,3,4,1976,5.77,207.36
4.34,2,3,2003,13.55,603.92
3.4,2,1,1962,2.24,227.86
1.48,6,4,2002,14.92,868.3
0.11,3,1,1965,21.65,797.41
3.81,3,1,2014,25.1,380.43
3.37,3,1,2007,42.7,582.1
1.55,6,2,2007,2.43,921.74
2.63,2,2,2015,40.64,990.57
4.64,2,1,2019,16.83,181.47
1.38,3,2,2006,44.08,121.16
3.58,3,4,1983,45.57,562.13
3.52,5,1,1976,22.12,575.18
3.69,4,1,2007,5.79,386.7
4.63,3,3,1998,47.6,511.23
0.89,2,4,1956,8.6,96.67
1.24,6,4,1980,17.32,872.56
3.39,4,2,1967,27.44,403.57
2.83,3,3,1954,2.81,844.18
4.99,3,4,2011,34.15,934.59
4.74,6,2,1975,36.92,359.01
2.66,4,2,2011,43.39,294.33
3.53,4,1,2005,19.29,776.24
3.81,2,2,1953,41.79,709.44
2.64,3,4,2012,6.1,95.94
3.74,1,1,2010,27.01,511.85
1.78,2,2,1979,13.66,105.09
2.08,6,4,1978,9.84,821.8
2.3,5,1,2009,7.89,176.22
2.22,3,1,1992,45.34,601.76
1.96,6,1,2021,3.46,750.99
3.32,2,2,1989,10.14,673.4
3.94,2,3,2008,3.73,863.39
0.49,3,1,2018,49.95,236.25
3.14,1,2,1987,14.49,220.1
1.61,3,1,2021,30.6,582.6
3.61,1,3,1956,36.19,365.7
3.13,2,2,1957,33.83,165.46
4.25,5,4,2022,40.37,743.98
1.97,4,4,2006,48.28,752.25
1.04,5,1,1971,29.86,811.36
2.97,5,1,1958,40.46,87.66
2.14,5,1,1952,28.08,276.27
1.23,4,4,1998,6.25,490.82
2.41,4,4,1970,25.01,906.88
1.28,3,2,1998,3.37,776.26
3.81,2,3,1982,3.81,931.19
2.4,6,4,1973,15.01,76.13
3.76,2,4,1996,26.65,939.77
1.94,2,3,1998,22.4,669.49
3.22,4,1,2016,46.54,159.91
3.07,3,2,1972,2.74,707.22
3.45,2,1,1951,33.4,261.68
0.68,1,4,2012,22.18,134.3
2.62,1,4,1986,33.21,218.46
4.55,6,1,2003,45.03,915.49
0.36,4,2,2021,19.69,607.21
1.6,3,1,1968,43.62,684.69
0.6,4,1,1993,25.4,386.38
3.62,5,2,2015,17.98,742.27
3.02,5,2,1960,17.91,591.22
3.98,5,2,1992,37.18,203.06
2.76,4,3,1978,2.45,388.5
4.39,6,4,1957,23.0,537.65
3.33,4,4,2021,47.73,324.57
3.37,4,4,1956,3.73,676.41
2.59,5,2,1956,4.18,390.58
2.03,2,1,1996,48.75,164.51
3.82,2,1,1976,20.54,766.46
2.26,6,1,2017,7.07,276.39
1.42,3,1,1987,19.74,431.86
4.07,5,3,1988,49.91,275.17
0.88,1,2,2012,33.11,30.23
3.57,4,3,1991,48.11,907.35
3.35,2,2,1992,34.72,455.32
0.45,1,1,1994,9.89,249.72
0.14,1,4,2002,44.48,875.48
2.31,3,3,2016,1.9,519.8
1.02,1,3,2018,1.63,176.54
3.38,6,1,2020,42.11,43.61
4.68,4,3,2017,18.31,404.84
4.77,1,2,1963,39.43,333.81
4.24,1,2,1952,17.13,214.96
1.75,1,1,1984,19.2,153.89
1.35,6,2,1962,41.65,633.24
4.54,3,3,1975,36.03,156.49
0.66,6,4,1973,42.85,599.71
1.36,5,2,2010,32.55,668.65
3.51,5,3,1964,12.42,477.1
2.92,6,1,2015,49.34,933.48
4.57,2,2,1952,1.15,595.73
4.15,5,1,2006,45.98,309.9
2.44,1,4,1986,1.09,229.95
2.22,4,1,1971,48.14,509.62
1.04,3,4,1980,17.4,62.05
0.28,3,2,2015,30.66,238.47
2.98,3,4,1986,28.01,880.89
4.39,5,1,1997,21.63,306.59
4.31,2,1,2020,40.2,386.96
0.33,5,4,1975,35.79,59.31
3.43,4,4,1977,5.26,937.14
4.25,1,1,1970,5.71,163.34
0.61,6,1,1993,43.68,854.3
3.69,6,4,1999,31.59,247.39
4.91,2,2,2017,25.97,895.44
0.48,2,3,1990,4.94,265.05
0.25,6,1,2002,34.51,517.19
0.62,2,3,1959,43.99,109.03
2.42,2,3,1989,22.88,962.2
3.48,2,2,1981,2.69,784.38
4.03,2,3,1971,11.3,689.8
2.91,1,2,2010,15.56,241.57
1.63,3,3,2010,24.99,62.18
3.09,2,3,1974,11.17,912.44
2.16,4,4,1954,17.51,144.69
3.67,6,2,2004,22.42,879.18
4.83,4,3,2006,42.79,205.45
3.98,3,2,2003,25.8,317.92
0.2,2,2,1951,16.87,451.12
2.99,4,3,1970,27.94,768.82
4.35,6,2,1951,26.05,237.72
2.21,4,3,1954,31.65,357.34
4.52,1,1,2000,12.65,362.54
2.06,3,2,2017,13.11,183.44
1.54,4,2,1956,47.17,128.12
4.18,2,2,1979,37.74,451.06
4.65,2,3,1961,38.51,153.66
2.43,3,1,1987,19.01,149.8
0.55,1,4,1955,29.29,252.72
1.16,4,1,2012,9.96,525.41
2.3,1,3,1951,15.89,765.75
4.53,3,3,1989,25.03,804.89
0.3,1,2,1979,7.41,636.09
2.99,6,3,1975,7.75,465.03
0.58,5,3,1973,1.8,78.17
0.47,3,3,1978,28.21,567.08
3.21,3,1,1956,49.15,782.69
2.07,4,2,2003,44.51,841.98
1.14,5,3,1959,42.28,293.59
3.74,6,2,1984,45.71,371.68
1.71,1,2,1985,20.71,482.68
4.33,2,1,2021,43.27,395.39
1.19,6,2,2017,32.9,666.15
0.19,3,4,1961,10.94,874.19
3.4,1,2,1999,16.72,631.59
2.77,2,1,1965,37.88,726.18
4.55,1,1,1972,15.25,869.08
2.84,6,3,1971,17.32,161.16
2.08,2,2,1968,3.25,423.19
2.73,3,2,1994,31.06,177.35
2.08,1,2,1959,1.98,446.73
3.1,6,4,1997,2.05,450.67
1.61,5,2,1982,3.64,395.89
4.83,4,2,1988,36.35,665.24
1.04,3,1,1987,45.61,351.06
4.2,6,3,1987,44.29,228.35
1.99,1,4,1989,15.27,890.73
2.59,1,2,2017,11.7,690.82
2.75,4,4,2004,17.39,744.4
3.1,3,3,1991,48.56,715.89
4.15,6,4,1962,3.9,511.04
3.96,6,3,1994,27.65,339.79
4.52,2,3,1997,24.26,754.54
4.89,2,1,2006,39.67,265.18
2.7,6,4,1963,17.19,396.49
4.19,3,3,1996,5.44,325.27
4.96,6,2,1995,18.55,153.03
0.81,6,3,2020,19.52,566.01
1.53,5,2,1970,32.8,460.64
3.2,2,3,1963,35.21,874.13
4.94,5,1,1972,1.2,816.89
0.96,5,2,1951,1.05,906.56
0.91,3,1,2002,33.89,168.96
2.72,1,2,1978,20.37,830.23
4.66,1,2,1983,1.69,411.27
0.51,1,4,2014,19.19,82.6
2.42,4,2,1956,38.45,584.88
1.83,5,4,2007,41.01,472.52
2.74,2,2,1964,32.54,114.84
1.75,5,3,1981,35.14,998.08
0.3,6,2,2003,30.77,95.86
0.68,3,3,2015,4.72,658.66
3.6,4,2,1950,9.46,525.02
3.98,4,3,1998,25.29,554.46
1.14,4,4,1952,44.91,207.73
2.83,4,2,1973,6.19,933.74
1.75,5,3,1994,48.21,348.42
1.03,1,1,1977,4.07,457.16
3.49,4,4,1977,26.99,58.93
2.81,6,3,1982,47.25,663.08
1.73,6,4,2016,8.08,193.39
0.68,1,1,1960,7.17,742.2
4.5,3,4,2006,41.08,990.45
2.21,6,4,1973,19.68,823.86
0.21,1,1,2002,47.02,268.53
4.04,2,2,1974,32.48,884.96
3.1,2,1,1963,5.57,483.33
1.67,5,3,2005,19.62,17.2
0.1,3,1,1962,35.32,165.05
0.26,3,1,2014,46.82,369.44
0.16,1,1,2003,23.59,569.44
1.33,2,2,2009,30.61,49.23
3.85,5,4,1956,23.42,751.86
1.55,5,2,1955,42.72,137.14
4.54,2,1,1958,37.48,602.29
3.32,2,3,1993,33.59,403.59
3.74,2,2,1989,41.21,279.02
1.39,3,1,1958,2.15,324.36
0.54,3,4,1972,32.04,631.59
1.51,2,3,1990,1.89,660.49
0.83,4,2,1981,37.36,682.44
4.54,2,2,1994,6.26,560.43
0.94,4,4,1958,36.94,611.03
0.22,1,3,2008,41.0,345.67
0.52,3,2,1953,1.04,573.59
1.07,6,4,1992,42.83,319.08
2.67,2,2,1985,38.3,867.43
1.63,1,2,1994,25.9,829.77
1.81,4,4,1999,25.04,950.41
4.86,1,4,1972,35.21,817.97
4.15,4,2,1982,20.01,791.18
0.86,3,3,2011,42.89,94.8
2.15,3,2,2013,37.18,362.65
1.49,3,1,2010,7.4,948.29
2.74,5,4,2001,49.87,943.03
1.21,6,3,1973,9.57,11.01
4.18,3,2,1955,7.59,703.36
1.12,2,3,1990,35.99,81.76
3.74,2,3,2015,36.59,989.55
0.51,3,2,1993,8.18,965.2
2.66,2,3,1959,11.47,984.3
0.47,1,4,2006,17.16,35.97
4.16,6,2,1952,49.06,709.02
1.18,5,4,1988,45.93,74.37
4.62,4,3,1992,39.71,921.51
0.63,1,2,1968,27.42,989.96
3.74,1,3,1994,20.65,598.27
2.79,6,4,2016,14.27,216.01
3.96,1,3,2002,28.55,318.25
3.16,1,4,1985,14.21,449.5
2.81,3,4,1984,12.51,786.95
4.35,5,1,1969,36.5,393.26
2.07,4,2,1962,11.69,735.77
0.63,5,2,2022,43.96,75.62
1.33,1,3,1974,42.4,921.9
3.27,1,4,1970,30.55,908.16
0.31,5,3,2019,31.3,162.44
0.19,1,2,1977,4.41,780.61
4.03,1,3,1999,25.2,401.4
2.69,4,4,1961,32.04,167.1
2.92,3,4,1992,47.3,555.97
1.64,4,4,1950,38.69,358.64
2.57,2,2,1989,20.22,624.52
2.83,5,4,2000,40.98,299.97
4.21,2,3,2004,16.4,535.06
0.96,4,3,1986,23.65,828.54
1.47,1,1,2001,2.18,531.29
2.42,6,1,2018,47.75,831.83
3.15,2,2,1952,13.04,354.76
4.88,2,3,1970,33.15,246.44
3.05,5,4,1987,45.7,971.75
0.12,6,4,2015,26.87,878.07
0.82,2,1,1973,12.16,967.76
3.88,3,2,1989,41.35,243.02
3.59,4,2,1986,28.25,426.86
2.79,4,3,2003,49.73,806.26
3.24,4,1,1993,33.95,273.53
3.69,4,2,2011,39.37,627.55
4.24,3,2,2002,22.53,745.94
2.07,2,3,2021,1.74,31.25
3.38,6,4,1984,35.53,213.88
4.27,2,4,1983,11.83,380.66
3.14,1,3,1955,45.62,981.83
4.66,6,2,2001,4.88,743.5
0.33,2,1,1998,42.67,306.23
1.66,1,3,1950,19.07,92.28
2.64,4,3,2015,20.91,655.91
4.31,5,2,1972,45.9,957.17
3.76,6,2,1979,42.05,298.02
2.04,4,2,2010,36.9,458.43
2.88,1,2,1952,49.59,931.96
4.38,6,1,1955,48.21,135.9
3.47,2,4,1995,3.51,199.65
2.05,6,3,2018,13.62,668.52
1.66,4,2,1976,41.6,373.81
3.03,2,4,1994,31.62,156.37
0.32,3,4,2005,46.26,451.66
3.25,1,3,1953,31.81,266.33
4.64,6,2,1951,37.18,559.79
1.33,3,1,2007,47.53,888.04
2.22,3,3,2002,42.3,373.55
1.94,5,2,2010,8.75,718.15
1.27,6,4,2003,26.61,421.62
1.69,4,1,1997,4.32,339.79
4.93,5,1,1987,37.64,946.88
1.73,4,4,1954,30.18,457.16
1.74,2,2,1954,23.89,56.38
1.91,6,2,2002,49.95,716.69
1.75,3,2,1974,24.68,412.29
0.84,2,3,1965,5.66,841.76
0.93,6,4,1986,22.58,646.66
4.74,1,3,2014,2.22,518.7
2.13,4,2,1997,29.55,612.43
0.78,5,3,1957,29.25,210.9
3.22,3,1,2021,42.41,553.72
3.19,6,2,2018,40.04,328.71
1.35,3,2,2007,41.6,316.48
3.53,5,4,1977,27.68,424.37
1.47,6,3,2014,46.51,686.94
3.78,4,1,1995,16.5,981.19
0.1,5,3,2010,38.23,405.42
3.99,6,1,2013,25.75,176.19
2.52,6,1,1995,14.27,669.81
1.15,6,2,1954,9.58,739.92
3.48,5,2,1989,5.51,551.97
4.68,5,1,1977,8.82,305.84
1.57,6,4,2015,43.84,422.23
1.03,4,4,1984,4.87,378.72
4.76,6,1,1957,40.62,593.63
2.68,2,1,1974,9.9,821.63
4.86,4,1,1968,39.74,570.5
1.47,2,4,1971,11.53,307.55
4.49,6,2,2020,13.51,50.1
4.45,4,2,2013,39.14,322.15
2.25,5,4,2009,18.79,179.52
4.24,2,4,1990,17.54,160.3
2.5,1,4,1971,8.78,946.42
0.12,2,2,1974,45.3,302.65
2.65,5,1,1997,22.38,61.98
1.67,2,4,1970,17.86,236.94
0.36,4,3,2017,25.29,277.58
2.06,2,1,1951,42.32,183.48
3.43,3,3,1991,46.43,466.68
1.06,6,3,2011,21.89,291.46
1.67,2,2,1962,31.57,772.45
3.69,1,2,1984,44.62,193.94
1.22,3,4,2011,13.28,95.38
3.65,5,2,1985,13.15,79.4
1.22,5,3,1979,16.9,954.63
2.05,1,2,2020,12.59,650.79
4.85,2,2,1995,15.93,260.11
0.52,6,1,1991,49.19,897.48
2.79,5,1,1970,23.27,610.16
4.66,4,2,2018,10.19,817.81
3.67,3,2,1976,34.02,505.2
2.3,6,4,1991,21.17,81.85
3.72,5,1,1999,13.81,733.96
3.93,1,4,1978,31.91,568.64
3.22,3,1,2015,36.87,702.44
4.61,1,4,2003,29.25,648.5
4.47,4,4,2019,24.55,154.5
1.1,1,4,1975,37.11,125.5
1.04,6,3,1970,22.25,344.22
4.43,3,2,1989,5.5,301.5
0.69,4,4,1955,16.21,673.82
1.52,6,2,1958,31.43,849.54
3.83,5,3,1974,8.31,523.29
2.78,2,1,1958,24.11,962.59
2.85,2,4,1975,26.34,366.79
4.51,6,1,2015,49.47,226.08
0.88,1,2,1985,6.53,80.28
4.9,2,3,1994,6.77,495.08
3.15,3,1,2011,22.85,191.35
2.73,3,4,1953,6.61,417.13
2.14,5,4,2022,4.94,98.36
3.14,4,1,2003,28.87,706.05
1.27,1,3,1990,10.05,128.03
4.58,5,3,2020,44.72,133.23
3.98,6,1,1968,37.82,684.08
3.02,2,4,2017,44.57,813.36
0.61,5,4,1966,6.68,553.83
2.24,3,4,2007,23.09,387.9
1.21,1,1,2007,10.68,702.69
3.76,2,4,2015,11.64,556.92
2.86,6,4,1964,44.82,862.1
2.19,4,2,1959,46.18,688.72
3.3,4,2,2017,12.56,830.17
2.18,1,4,1990,11.8,355.4
0.58,5,3,1997,7.83,909.2
1.71,3,1,2014,34.23,499.63
1.42,4,1,1999,8.53,749.2
3.13,3,4,1969,41.67,271.87
3.6,3,1,1960,49.65,956.36
4.29,3,1,2015,5.91,869.58
1.13,2,4,1997,4.5,362.19
2.52,3,2,2006,18.71,625.72
2.52,5,3,1982,38.3,479.65
3.19,3,1,1989,27.92,883.36
2.49,3,2,1958,46.67,764.49
4.33,3,3,2020,37.3,548.05
3.99,5,4,1955,34.91,548.06
1.72,2,2,2020,18.11,887.29
0.14,4,2,1989,10.46,718.99
3.68,6,2,2006,39.43,709.23
4.05,3,2,1988,32.89,257.17
1.4,1,1,1966,37.89,964.91
2.55,3,4,2007,43.98,251.64
0.33,5,1,1989,7.21,733.65
3.15,2,1,1970,34.84,423.04
2.05,2,3,1996,28.49,186.61
0.94,5,1,1974,30.86,496.31
3.03,6,2,1984,2.94,832.38
2.07,2,2,1987,22.05,495.93
2.26,6,4,1971,38.87,146.29
3.86,1,4,1954,48.11,687.25
1.24,3,4,1966,36.96,745.52
1.74,2,2,2006,27.48,407.38
